"f7","f7 2","b","flex","flex 2","b 2","mv1","b 3","mv1 2","w_iUH7","b 4","tl-m","ml1","w_kV33"
"Mar 19, 2025","Abby","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","3 out of 5 stars review","Verified Purchase","I ordered the dark gray, hoping for something dark to match some of our decor. However, what came was 100% the ashy colored one instead. It was labeled dark grey on the box, so i built it anyway. Other than the huts being a pain to put together due to some holes in the fabric not being centered even slightly, it turned out decent.","(0)","Not the right color"
"Aug 18, 2025","anonymous","Item details","Color: Beige","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","1 out of 5 stars review","Verified Purchase","Om Walmart Vender site.  “””It says return to store, which is what I did, product missing pieces.””

BUT After Returning to store , store, Return  clerk says to NOW take it to Fedex.  
“””The ad says return to store .”””
Don't buy from this vendor””” Factory, direct wholesalers LLC “” 

Walmart  wonderful  i to deal with.   Be careful of these people advertising on Walmart site.. !!!!!","(0)","Beware of this vendor .. parts missing !!!"
"Aug 14, 2025","allen","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","1 out of 5 stars review","Verified Purchase","one day after I put it together some of the poles  became loose. could not screw them back in because the bolt inside these poles had become loose so there was nothing to screw it back into so ended up having to prop up two of the shelves with wood.  What a disappointment.","(0)",""
"Apr 11, 2025","Lori","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","3 out of 5 stars review","Verified Purchase","The cat tree is very cool and I do like the color, but it is very very small. It would be good for kittens, but not for full grown cats. We decided to keep it, but not getting rid of our old one at this time because the cats do play with the ball, they don't feel very comfortable on it because it's so small.","(0)",""
"Aug 2, 2025","Brandy","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","1 out of 5 stars review","Verified Purchase","i have had a cat tree very similar to this. I loved it so thats why I purchased 2 more. The screws were stripped so one of the  circular towers isnt up and the other is extremely loose. my cats originally liked it ,but once they jped on the unstable portions they dont go on either one. I am very disappointed and sad for my furbabies. Especially since we do kitty rescuing.","(0)",""
"Aug 1, 2025","brenda","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","It's soooo cute❣️He loves his tree tower..I bought this for my granddaughter 🐈..she home from college %26 he needed one for his grand parents house ❣️I got it for under $40! Great price! Before his mom could finish putting it together he was trying to get in it! He fall asleep in it as soon as she was finished! It was easy to assemble! Pumpkin is a year old","(0)",""
"Jun 28, 2025","Richard","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","3 out of 5 stars review","Verified Purchase","PROS:
- Looks nice.
- Lots of nooks and crannies.
- Fuzzy texture.
- Probably great for kittens.

CONS:
- A lot of work to assemble.
- Some of the corners and platforms are really tight for a full grown cat.

THOUGHTS:
I think this item would have been great for my cat back when she was still a kitten.  The way some of the platforms and openings are arranged seem weird to me, like they're a bit tricky to navigate.  When I first put this together, my cat acted like she would love it.  But after a while, I noticed that she seemed to have trouble navigating some of the corners, platforms, and openings.  I think it's made her not really like it as much as she would have if she were a bit smaller.","(0)","Great for kittens, not so much for full grown cats"
"Jul 15, 2025","Chris","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","2 out of 5 stars review","Verified Purchase","This product is best suited for kittens or very small cats. I have a diluted calico who weighs around 11 lbs and was the runt of her litter—she's smaller than most adult cats I know, yet this was still too small for her. One of the pieces also arrived with a noticeable dent. Since I was nearly finished assembling it, I didn't want to deal with the hassle of returning or exchanging it. Even after aligning and tightening everything carefully, it still feels a bit unstable.","(0)","Made for Kittens"
"Jul 10, 2025","John","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","2 out of 5 stars review","Verified Purchase","Having assembled many different products over the years, this one almost got me.  The directions were not the clearest, although mostly adequate.  The cloth was attached to the pieces of wood by either glue or ??, and the fit was very poor.  Getting the assembly screws to match their receiving holes was a real challenge because the holes in the cloth did not match the holes in the wood.  I had to cut and make each one of the screw holes larger.
The overall size of this cat tree is intended for very small cats, but that does not appear in the advertising.  Completed, the tree is a bit shaky and unstable.","(0)","Looks good; Isn't."
"Mar 21, 2025","anonymous","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","3 out of 5 stars review","Verified Purchase","Decent item, but you need infinite patience to assemble it. The holes for the screws made in the cover material do not line up with the holes in the actual pieces. Trying to line screws up with the other pieces, which you can not see through the original holes, was near impossible. This took me HOURS to assemble.","(0)","Near-impossible to assemble"
"Jul 24, 2025","David","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","This is just GREAT for your cats!  Our cats LOVE IT! Has good instructions, it came with the tools need for assembly, put it together - nothing else to do, our cat actually used it while I was half the way though putting together! Got a very good price, and was delivered in two days! I would buy it again! Thank You Walmart.com!","(0)",""
"Jul 3, 2025","Lilly","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","4 out of 5 stars review","Verified Purchase","the stair pieces screws broke out in a matter of days so to use that part you would want longer screws for that everything else was pretty easy my cats love it  and the color matches our room plus i got it on sale for 20 something bucks  so im pretty shocked  how stable it actually is!","(0)",""
"Aug 13, 2025","Brenna","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","This is an amazing buy. i have wild cats that have become our family. Sometimes inside and sometimes outside.They personally were not into this product... but they are bias, bc their idea of playing is more like hunting. The quality, thickness, and durability of these are off the charts. the quality is obvious right when you open the big box.  i bought two, both A1. It will be around for years to come. I would recommend this to anyone who has a small or medium-sized cat. Not for a large cat. .the bungalows would not comfortably house a heftier sized cat.","(0)",""
"Jun 29, 2025","Smartshopper","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","Extremely nice cat tower. Love that all the pieces were lettered, especially the screws. Easy to follow directions,  it took less than 30 minutes to put together.  My cats love all the different platforms and hiding places! Would definitely recommend!","(0)",""
"Aug 20, 2025","Ginny","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","My cats love this cat tree tower. They climb it, play on it and even sleep on it. It was easy to put together and seems to be very sturdy--sturdy enough for my cats to climb all over it.","(0)","Great Cat Tower"
